nights_id,minimum_nights,maximum_nights
1402,1 ,1125 
1403,31 ,31 
1404,2 ,1125 
1405,30 ,1125 
1406,30 ,1125 
1407,15 ,1125 
1408,2 ,365 
1409,3 ,1125 
1410,30 ,180 
1411,1 ,60 
1412,30 ,365 
1413,30 ,1125 
1414,4 ,5 
1415,1 ,1125 
1416,1 ,365 
1417,1 ,365 
1418,30 ,31 
1419,30 ,1125 
1420,30 ,1125 
1421,2 ,31 
1422,30 ,1125 
1423,1 ,1125 
1424,2 ,5 
1425,2 ,365 
1426,3 ,1125 
1427,1 ,365 
1428,30 ,365 
1429,30 ,30 
1430,5 ,1125 
1431,7 ,32 
1432,1 ,1125 
1433,30 ,731 
1434,1 ,1125 
1435,31 ,1125 
1436,1 ,1125 
1437,30 ,45 
1438,60 ,120 
1439,730 ,1125 
1440,30 ,1125 
1441,30 ,1125 
1442,30 ,1125 
1443,30 ,365 
1444,1 ,1125 
1445,360 ,360 
1446,30 ,365 
1447,3 ,1125 
1448,90 ,365 
1449,30 ,1125 
1450,730 ,1125 
1451,30 ,1125 
1452,2 ,12 
1453,30 ,1125 
1454,1 ,1125 
1455,1 ,1125 
1456,1 ,1125 
1457,2 ,1125 
1458,360 ,1125 
1459,30 ,365 
1460,1 ,1125 
1461,1 ,1125 
1462,4 ,60 
1463,30 ,1125 
1464,2 ,1125 
1465,30 ,1125 
1466,5 ,14 
1467,30 ,1125 
1468,30 ,1125 
1469,1 ,1125 
1470,30 ,365 
1471,1 ,1125 
1472,1 ,2 
1473,1 ,1125 
1474,1 ,365 
1475,30 ,1125 
1476,1 ,3 
1477,1 ,1125 
1478,30 ,365 
1479,31 ,1125 
1480,1 ,99 
1481,3 ,365 
1482,30 ,1125 
1483,1 ,1125 
1484,4 ,1125 
1485,30 ,1125 
1486,5 ,20 
1487,7 ,20 
1488,30 ,1125 
1489,30 ,90 
1490,3 ,1125 
1491,30 ,1125 
1492,1 ,1125 
1493,1 ,1125 
1494,6 ,1125 
1495,2 ,1125 
1496,31 ,365 
1497,30 ,1125 
1498,30 ,30 
1499,2 ,1125 
1500,2 ,1125 
1501,30 ,1125 
1502,2 ,1125 
1503,3 ,1125 
1504,1 ,1125 
1505,2 ,1125 
1506,7 ,365 
1507,30 ,1125 
1508,3 ,1125 
1509,7 ,365 
1510,30 ,1125 
1511,30 ,365 
1512,30 ,1125 
1513,30 ,1125 
1514,91 ,291 
1515,3 ,1125 
1516,30 ,30 
1517,30 ,1125 
1518,5 ,1125 
1519,30 ,1125 
1520,30 ,1125 
1521,5 ,1125 
1522,2 ,365 
1523,1 ,1125 
1524,1 ,28 
1525,2 ,182 
1526,14 ,1125 
1527,30 ,1125 
1528,30 ,1125 
1529,1 ,1125 
1530,30 ,90 
1531,7 ,50 
1532,3 ,365 
1533,3 ,1125 
1534,30 ,1125 
1535,30 ,30 
1536,30 ,365 
1537,30 ,1125 
1538,1 ,1125 
1539,1 ,1125 
1540,30 ,1125 
1541,4 ,180 
1542,1 ,365 
1543,30 ,31 
1544,1 ,62 
1545,30 ,1125 
1546,14 ,365 
1547,30 ,365 
1548,30 ,1125 
1549,30 ,90 
1550,3 ,29 
1551,3 ,1125 
1552,30 ,1125 
1553,2 ,365 
1554,2 ,1125 
1555,2 ,1125 
1556,1 ,1125 
1557,1 ,99 
1558,2 ,90 
1559,2 ,1125 
1560,30 ,1125 
1561,30 ,365 
1562,5 ,28 
1563,7 ,1125 
1564,30 ,1125 
1565,30 ,1125 
1566,2 ,1125 
1567,5 ,1125 
1568,730 ,1125 
1569,1 ,1125 
1570,5 ,1125 
1571,30 ,30 
1572,1 ,1125 
1573,2 ,1125 
1574,30 ,1125 
1575,5 ,1125 
1576,30 ,1125 
1577,2 ,1125 
1578,30 ,1125 
1579,30 ,1125 
1580,30 ,100 
1581,30 ,1125 
1582,30 ,30 
1583,1 ,365 
1584,2 ,1125 
1585,6 ,365 
1586,3 ,28 
1587,30 ,60 
1588,2 ,28 
1589,1 ,1125 
1590,30 ,1125 
1591,1 ,1125 
1592,1 ,365 
1593,4 ,1125 
1594,30 ,31 
1595,90 ,1125 
1596,3 ,1125 
1597,30 ,1125 
1598,30 ,100 
1599,29 ,1125 
1600,30 ,90 
1601,7 ,61 
1602,30 ,1125 
1603,30 ,1125 
1604,3 ,3 
1605,5 ,365 
1606,30 ,1125 
1607,30 ,120 
1608,30 ,120 
1609,2 ,4 
1610,2 ,1125 
1611,30 ,365 
1612,2 ,1125 
1613,30 ,1125 
1614,2 ,1125 
1615,1 ,10 
1616,30 ,1125 
1617,30 ,1125 
1618,30 ,1125 
1619,2 ,365 
1620,30 ,1125 
1621,30 ,1125 
1622,5 ,20 
1623,30 ,1125 
1624,30 ,1125 
1625,1 ,1 
1626,8 ,1125 
1627,1 ,365 
1628,2 ,1125 
1629,1 ,1125 
1630,30 ,1125 
1631,3 ,1125 
1632,3 ,1125 
1633,1 ,1125 
1634,3 ,1125 
1635,1 ,365 
1636,3 ,1125 
1637,3 ,1125 
1638,2 ,1125 
1639,3 ,1125 
1640,2 ,1125 
1641,30 ,1125 
1642,30 ,60 
1643,7 ,90 
1644,3 ,1125 
1645,1 ,3 
1646,1 ,14 
1647,1 ,1125 
1648,3 ,1125 
1649,2 ,15 
1650,32 ,1125 
1651,30 ,120 
1652,30 ,1125 
1653,30 ,365 
1654,90 ,1000 
1655,90 ,1000 
1656,30 ,365 
1657,31 ,1125 
1658,30 ,1125 
1659,2 ,1125 
1660,30 ,1125 
1661,120 ,1125 
1662,30 ,1125 
1663,30 ,1125 
1664,1 ,1125 
1665,1 ,1125 
1666,30 ,365 
1667,30 ,1125 
1668,2 ,1125 
1669,1 ,1125 
1670,5 ,10 
1671,31 ,1125 
1672,3 ,1125 
1673,30 ,1124 
1674,5 ,1125 
1675,1 ,1125 
1676,1 ,1125 
1677,30 ,1125 
1678,30 ,1125 
1679,1 ,7 
1680,30 ,365 
1681,1 ,1125 
1682,1 ,1125 
1683,30 ,1125 
1684,5 ,1125 
1685,30 ,1125 
1686,30 ,365 
1687,3 ,365 
1688,1 ,21 
1689,6 ,365 
1690,6 ,1125 
1691,30 ,1125 
1692,55 ,101 
1693,1 ,1125 
1694,56 ,70 
1695,5 ,1125 
1696,1 ,1125 
1697,2 ,1125 
1698,30 ,1125 
1699,20 ,1125 
1700,30 ,1125 
1701,1 ,1125 
1702,1 ,365 
1703,3 ,1125 
1704,30 ,1125 
1705,1 ,28 
1706,7 ,1125 
1707,1 ,365 
1708,4 ,365 
1709,1 ,1125 
1710,30 ,1125 
1711,30 ,1125 
1712,6 ,1125 
1713,30 ,35 
1714,1 ,365 
1715,1 ,365 
1716,30 ,365 
1717,60 ,180 
1718,3 ,40 
1719,3 ,365 
1720,30 ,1125 
1721,1 ,1125 
1722,30 ,1125 
1723,3 ,1125 
1724,30 ,1125 
1725,30 ,1125 
1726,1 ,1125 
1727,3 ,365 
1728,30 ,1125 
1729,30 ,30 
1730,2 ,1125 
1731,30 ,1125 
1732,30 ,1125 
1733,30 ,1125 
1734,30 ,365 
1735,1 ,365 
1736,2 ,2 
1737,30 ,1125 
1738,6 ,1125 
1739,1 ,3 
1740,30 ,1125 
1741,1 ,1125 
1742,3 ,1125 
1743,30 ,1125 
1744,30 ,365 
1745,30 ,1125 
1746,30 ,1125 
1747,1 ,28 
1748,30 ,1125 
1749,2 ,1125 
1750,3 ,1125 
1751,2 ,1125 
1752,3 ,365 
1753,3 ,30 
1754,30 ,1125 
1755,2 ,10 
1756,30 ,1000 
1757,1 ,365 
1758,1 ,1125 
1759,14 ,1125 
1760,31 ,1125 
1761,12 ,33 
1762,30 ,1125 
1763,1 ,29 
1764,1 ,10 
1765,4 ,1125 
1766,3 ,28 
1767,180 ,200 
1768,16 ,365 
1769,7 ,1125 
1770,31 ,1125 
1771,90 ,1000 
1772,10 ,1125 
1773,2 ,1125 
1774,30 ,1125 
1775,30 ,1125 
1776,30 ,1125 
1777,1 ,1125 
1778,30 ,1125 
1779,5 ,1125 
1780,30 ,1125 
1781,30 ,60 
1782,3 ,1125 
1783,1 ,14 
1784,30 ,1125 
1785,30 ,120 
1786,30 ,1125 
1787,30 ,1125 
1788,31 ,1125 
1789,1 ,1125 
1790,1 ,1125 
1791,1 ,1125 
1792,5 ,1125 
1793,30 ,90 
1794,1 ,999 
1795,30 ,1125 
1796,90 ,90 
1797,30 ,1125 
1798,2 ,1125 
1799,2 ,1125 
1800,1 ,1125 
1801,30 ,365 
1802,5 ,1125 
1803,3 ,1125 
1804,30 ,1125 
1805,2 ,1125 
1806,3 ,1125 
1807,30 ,1125 
1808,30 ,100 
1809,7 ,1125 
1810,60 ,180 
1811,2 ,1125 
1812,2 ,1125 
1813,1 ,1125 
1814,30 ,1125 
1815,30 ,40 
1816,1 ,365 
1817,30 ,1125 
1818,4 ,60 
1819,30 ,90 
1820,2 ,14 
1821,30 ,1125 
1822,2 ,60 
1823,30 ,180 
1824,31 ,45 
1825,30 ,1125 
1826,30 ,1125 
1827,30 ,1125 
1828,30 ,1125 
1829,30 ,1125 
1830,30 ,1125 
1831,30 ,60 
1832,30 ,1125 
1833,1 ,3 
1834,30 ,1125 
1835,30 ,1125 
1836,1 ,365 
1837,30 ,1125 
1838,30 ,1125 
1839,1 ,1125 
1840,1 ,90 
1841,30 ,1125 
1842,30 ,1125 
1843,30 ,90 
1844,3 ,60 
1845,1 ,1125 
1846,30 ,1125 
1847,30 ,1125 
1848,3 ,1125 
1849,30 ,1125 
1850,1 ,1125 
1851,60 ,1125 
1852,30 ,100 
1853,1 ,365 
1854,1 ,1125 
1855,30 ,1125 
1856,30 ,1125 
1857,1 ,365 
1858,30 ,1125 
1859,1 ,30 
1860,30 ,1125 
1861,30 ,1125 
1862,1 ,1125 
1863,30 ,90 
1864,30 ,30 
1865,30 ,1125 
1866,30 ,1125 
1867,3 ,1125 
1868,30 ,1125 
1869,1 ,365 
1870,30 ,1125 
1871,30 ,1125 
1872,60 ,1125 
1873,30 ,90 
1874,13 ,30 
1875,90 ,365 
1876,1 ,1125 
1877,30 ,1125 
1878,30 ,1125 
1879,7 ,1125 
1880,1 ,14 
1881,1 ,30 
1882,1 ,100 
1883,54 ,373 
1884,2 ,30 
1885,1 ,1125 
1886,30 ,1125 
1887,30 ,30 
1888,2 ,365 
1889,3 ,1125 
1890,30 ,1125 
1891,1 ,1125 
1892,30 ,1125 
1893,30 ,365 
1894,1 ,1125 
1895,31 ,32 
1896,30 ,731 
1897,30 ,180 
1898,6 ,1125 
1899,1 ,1125 
1900,3 ,365 
1901,30 ,1125 
1902,5 ,16 
1903,30 ,50 
1904,1 ,365 
1905,30 ,1125 
1906,30 ,90 
1907,3 ,1125 
1908,2 ,1125 
1909,30 ,1125 
1910,30 ,365 
1911,30 ,1125 
1912,30 ,1125 
1913,1 ,1125 
1914,30 ,1125 
1915,30 ,1125 
1916,30 ,1125 
1917,30 ,1125 
1918,1 ,1125 
1919,31 ,1125 
1920,6 ,1125 
1921,30 ,365 
1922,28 ,29 
1923,30 ,1125 
1924,30 ,1125 
1925,30 ,1125 
1926,30 ,1125 
1927,30 ,1125 
1928,5 ,1125 
1929,30 ,1125 
1930,2 ,365 
1931,30 ,1125 
1932,2 ,1125 
1933,60 ,1125 
1934,2 ,8 
1935,9 ,1125 
1936,1 ,365 
1937,4 ,1125 
1938,1 ,29 
1939,1 ,365 
1940,5 ,1125 
1941,39 ,643 
1942,30 ,1125 
1943,2 ,1125 
1944,15 ,1125 
1945,1 ,1125 
1946,30 ,60 
1947,30 ,120 
1948,7 ,300 
1949,30 ,1125 
1950,30 ,75 
1951,1 ,1125 
1952,31 ,1125 
1953,30 ,1125 
1954,6 ,30 
1955,90 ,1000 
1956,30 ,1125 
1957,4 ,365 
1958,30 ,1125 
1959,30 ,1125 
1960,5 ,1125 
1961,30 ,1125 
1962,30 ,1125 
1963,30 ,1125 
1964,1 ,1125 
1965,14 ,1125 
1966,30 ,1125 
1967,30 ,185 
1968,30 ,55 
1969,2 ,15 
1970,30 ,1125 
1971,28 ,1125 
1972,30 ,30 
1973,5 ,1125 
1974,3 ,1125 
1975,2 ,30 
1976,2 ,60 
1977,27 ,1125 
1978,30 ,1125 
1979,2 ,90 
1980,30 ,90 
1981,4 ,1125 
1982,30 ,1125 
1983,30 ,1125 
1984,30 ,1125 
1985,3 ,1125 
1986,30 ,180 
1987,15 ,365 
1988,30 ,60 
1989,120 ,730 
1990,1 ,28 
1991,30 ,1125 
1992,30 ,1125 
1993,30 ,60 
1994,29 ,1125 
1995,2 ,1125 
1996,4 ,10 
1997,3 ,1125 
1998,360 ,1125 
1999,1 ,1125 
2000,1 ,29 
2001,2 ,1125 
2002,1 ,1125 
2003,365 ,365 
2004,2 ,1125 
2005,1 ,99 
2006,2 ,1125 
2007,1 ,1125 
2008,5 ,1125 
2009,3 ,1125 
2010,30 ,1125 
2011,30 ,1125 
2012,30 ,1125 
2013,30 ,30 
2014,3 ,1125 
2015,30 ,45 
2016,5 ,28 
2017,6 ,1125 
2018,1 ,1125 
2019,29 ,1125 
2020,1 ,1125 
2021,30 ,1125 
2022,30 ,1125 
2023,2 ,1125 
2024,30 ,1125 
2025,2 ,365 
2026,2 ,365 
2027,1 ,365 
2028,1 ,1125 
2029,30 ,50 
2030,20 ,365 
2031,30 ,1124 
2032,30 ,1125 
2033,30 ,1125 
2034,30 ,1125 
2035,30 ,365 
2036,30 ,30 
2037,7 ,1125 
2038,30 ,1125 
2039,5 ,1125 
2040,30 ,1125 
2041,3 ,330 
2042,1 ,165 
2043,2 ,1125 
2044,1 ,28 
2045,1 ,365 
2046,2 ,365 
2047,3 ,30 
2048,198 ,200 
2049,31 ,1125 
2050,30 ,1125 
2051,30 ,1125 
2052,2 ,1125 
2053,11 ,182 
2054,30 ,1125 
2055,1 ,28 
2056,5 ,365 
2057,6 ,1125 
2058,3 ,365 
2059,30 ,1125 
2060,2 ,30 
2061,1 ,1125 
2062,30 ,1125 
2063,30 ,1125 
2064,30 ,1125 
2065,90 ,1125 
2066,1 ,1125 
2067,99 ,121 
2068,30 ,1125 
2069,14 ,365 
2070,3 ,1125 
2071,30 ,1125 
2072,30 ,365 
2073,1 ,28 
2074,4 ,1125 
2075,30 ,1125 
2076,30 ,1125 
2077,30 ,1125 
2078,1 ,5 
2079,4 ,1125 
2080,30 ,180 
2081,30 ,1125 
2082,15 ,29 
2083,30 ,1125 
2084,29 ,182 
2085,30 ,1125 
2086,5 ,40 
2087,2 ,1125 
2088,29 ,1125 
2089,1 ,1125 
2090,90 ,1000 
2091,3 ,1125 
2092,1 ,1125 
2093,30 ,50 
2094,3 ,1125 
2095,30 ,1125 
2096,15 ,365 
2097,30 ,1125 
2098,3 ,30 
2099,30 ,1125 
2100,30 ,1125 
2101,14 ,60 
2102,30 ,1125 
2103,30 ,365 
2104,30 ,1125 
2105,4 ,120 
2106,5 ,28 
2107,7 ,365 
2108,28 ,90 
2109,1 ,30 
2110,15 ,45 
2111,5 ,1125 
2112,30 ,1125 
2113,90 ,1000 
2114,5 ,35 
2115,9 ,1125 
2116,30 ,1125 
2117,3 ,1125 
2118,6 ,365 
2119,2 ,1125 
2120,2 ,1125 
2121,30 ,1125 
2122,1 ,1125 
2123,30 ,1125 
2124,30 ,1125 
2125,2 ,1125 
2126,30 ,1125 
2127,30 ,1125 
2128,30 ,300 
2129,3 ,1125 
2130,2 ,1125 
2131,1 ,14 
2132,30 ,1125 
2133,2 ,1125 
2134,2 ,365 
2135,2 ,365 
2136,3 ,25 
2137,1 ,4 
2138,2 ,1125 
2139,30 ,1125 
2140,30 ,1125 
2141,3 ,1125 
2142,1 ,1125 
2143,60 ,1124 
2144,7 ,1125 
2145,60 ,365 
2146,2 ,10 
2147,3 ,365 
2148,7 ,90 
2149,1 ,28 
2150,3 ,1125 
2151,75 ,1125 
2152,1 ,180 
2153,30 ,365 
2154,30 ,1125 
2155,1 ,1125 
2156,1 ,365 
2157,30 ,1125 
2158,30 ,1125 
2159,30 ,1125 
2160,30 ,1125 
2161,30 ,365 
2162,2 ,1125 
2163,90 ,160 
2164,1 ,20 
2165,1 ,1125 
2166,30 ,45 
2167,30 ,1125 
2168,3 ,1125 
2169,1 ,365 
2170,3 ,60 
2171,30 ,1125 
2172,30 ,1125 
2173,2 ,14 
2174,1 ,1125 
2175,30 ,365 
2176,28 ,365 
2177,1 ,1125 
2178,30 ,1125 
2179,28 ,1125 
2180,30 ,1125 
2181,1 ,1125 
2182,2 ,5 
2183,5 ,1125 
2184,4 ,1125 
2185,30 ,30 
2186,1 ,28 
2187,30 ,1125 
2188,30 ,731 
2189,30 ,1124 
2190,30 ,30 
2191,30 ,1125 
2192,30 ,1125 
2193,1 ,365 
2194,1 ,1125 
2195,1 ,365 
2196,30 ,1125 
2197,5 ,1125 
2198,3 ,1125 
2199,2 ,1125 
2200,2 ,1125 
2201,30 ,1125 
2202,1 ,20 
2203,5 ,365 
2204,30 ,1125 
2205,900 ,900 
2206,5 ,1125 
2207,4 ,1125 
2208,30 ,1125 
2209,1 ,14 
2210,30 ,1125 
2211,30 ,1125 
2212,30 ,365 
2213,5 ,1125 
2214,30 ,360 
2215,2 ,1125 
2216,90 ,365 
2217,61 ,301 
2218,10 ,90 
2219,3 ,1125 
2220,1 ,3 
2221,30 ,1125 
2222,21 ,1125 
2223,3 ,1125 
2224,5 ,60 
2225,1 ,1125 
2226,1 ,365 
2227,7 ,14 
2228,6 ,1125 
2229,30 ,1125 
2230,1 ,365 
2231,2 ,28 
2232,30 ,1125 
2233,30 ,1125 
2234,1 ,1125 
2235,31 ,1125 
2236,3 ,31 
2237,3 ,28 
2238,1 ,1125 
2239,30 ,1125 
2240,30 ,1125 
2241,3 ,30 
2242,730 ,1125 
2243,1 ,1125 
2244,364 ,365 
2245,2 ,365 
2246,1 ,1125 
2247,1 ,1125 
2248,7 ,365 
2249,3 ,21 
2250,30 ,1125 
2251,30 ,1125 
2252,1 ,1125 
2253,1 ,365 
2254,2 ,14 
2255,30 ,190 
2256,1 ,350 
2257,30 ,365 
2258,30 ,1125 
2259,31 ,365 
2260,1 ,1125 
2261,1 ,365 
2262,30 ,1125 
2263,1 ,1125 
2264,30 ,182 
2265,5 ,60 
2266,1 ,7 
2267,30 ,1125 
2268,30 ,1125 
2269,6 ,45 
2270,30 ,1125 
2271,2 ,21 
2272,30 ,1125 
2273,1 ,1125 
2274,2 ,14 
2275,30 ,1125 
2276,31 ,1125 
2277,28 ,365 
2278,30 ,1125 
2279,4 ,1125 
2280,30 ,1125 
2281,3 ,1125 
2282,2 ,1125 
2283,30 ,1125 
2284,21 ,1125 
2285,7 ,365 
2286,30 ,365 
2287,2 ,1125 
2288,30 ,1125 
2289,20 ,1125 
2290,30 ,90 
2291,2 ,1125 
2292,2 ,1125 
2293,30 ,1125 
2294,1 ,1125 
2295,1 ,1125 
2296,2 ,1125 
2297,3 ,120 
2298,365 ,1125 
2299,30 ,365 
2300,1 ,365 
2301,3 ,365 
2302,1 ,365 
2303,20 ,1125 
2304,1 ,365 
2305,1 ,1125 
2306,30 ,60 
2307,30 ,1125 
2308,2 ,1125 
2309,6 ,1125 
2310,30 ,1125 
2311,1 ,1125 
2312,5 ,28 
2313,6 ,14 
2314,30 ,1125 
2315,30 ,120 
2316,3 ,14 
2317,2 ,1125 
2318,30 ,1125 
2319,70 ,1125 
2320,30 ,1125 
2321,30 ,30 
2322,30 ,365 
2323,30 ,1125 
2324,7 ,90 
2325,30 ,1125 
2326,3 ,1125 
2327,30 ,45 
2328,30 ,1125 
2329,30 ,182 
2330,2 ,21 
2331,3 ,180 
2332,3 ,1125 
2333,30 ,1125 
2334,3 ,365 
2335,3 ,10 
2336,30 ,1125 
2337,90 ,540 
2338,1 ,28 
2339,3 ,1125 
2340,2 ,14 
2341,30 ,1125 
2342,1 ,1125 
2343,30 ,30 
2344,4 ,30 
2345,30 ,30 
2346,30 ,1125 
2347,2 ,29 
2348,30 ,90 
2349,30 ,1125 
2350,90 ,1125 
2351,1 ,30 
2352,2 ,1125 
2353,2 ,1125 
2354,14 ,365 
2355,30 ,1125 
2356,2 ,1125 
2357,1 ,1125 
2358,30 ,45 
2359,3 ,27 
2360,30 ,182 
2361,30 ,1125 
2362,1 ,10 
2363,2 ,14 
2364,30 ,1125 
2365,1 ,1125 
2366,1 ,999 
2367,30 ,1125 
2368,1 ,1125 
2369,2 ,1125 
2370,30 ,90 
2371,2 ,1125 
2372,30 ,1125 
2373,1 ,100 
2374,80 ,81 
2375,30 ,30 
2376,30 ,365 
2377,30 ,1125 
2378,30 ,90 
2379,30 ,1125 
2380,30 ,90 
2381,2 ,1125 
2382,30 ,1125 
2383,30 ,1125 
2384,12 ,500 
2385,30 ,1125 
2386,2 ,15 
2387,30 ,1125 
2388,2 ,28 
2389,2 ,1125 
2390,3 ,365 
2391,5 ,90 
2392,30 ,30 
2393,2 ,1125 
2394,2 ,1125 
2395,31 ,1125 
2396,30 ,365 
2397,5 ,21 
2398,30 ,45 
2399,30 ,365 
2400,30 ,55 
2401,30 ,1125 
2402,30 ,1125 
2403,3 ,21 
2404,7 ,1125 
2405,7 ,14 
2406,1 ,28 
2407,30 ,1125 
2408,30 ,1125 
2409,30 ,120 
2410,3 ,1125 
2411,3 ,1125 
2412,30 ,365 
2413,3 ,1125 
2414,30 ,1125 
2415,30 ,1125 
2416,4 ,14 
2417,30 ,1125 
2418,1 ,365 
2419,30 ,1125 
2420,30 ,1125 
2421,30 ,60 
2422,730 ,1125 
2423,6 ,1125 
2424,1 ,21 
2425,2 ,1125 
2426,30 ,1125 
2427,90 ,1000 
2428,30 ,365 
2429,30 ,1125 
2430,30 ,365 
2431,1 ,1125 
2432,30 ,1125 
2433,30 ,365 
2434,3 ,1125 
2435,2 ,1125 
2436,1 ,1125 
2437,30 ,1125 
2438,7 ,60 
2439,30 ,1125 
2440,30 ,1125 
2441,30 ,365 
2442,30 ,1125 
2443,30 ,360 
2444,30 ,1125 
2445,5 ,1125 
2446,3 ,365 
2447,3 ,1125 
2448,30 ,1125 
2449,30 ,45 
2450,14 ,1125 
2451,1 ,1125 
2452,1 ,29 
2453,30 ,30 
2454,30 ,365 
2455,2 ,1125 
2456,30 ,365 
2457,90 ,1000 
2458,4 ,1125 
2459,30 ,365 
2460,2 ,31 
2461,30 ,1125 
2462,30 ,1125 
2463,30 ,1125 
2464,16 ,365 
2465,3 ,30 
2466,30 ,1125 
2467,1 ,1125 
2468,1 ,1125 
2469,30 ,1125 
2470,30 ,1125 
2471,30 ,1125 
2472,29 ,1125 
2473,30 ,1125 
2474,30 ,1125 
2475,3 ,14 
2476,30 ,1125 
2477,30 ,365 
2478,53 ,53 
2479,2 ,60 
2480,1 ,1125 
2481,1 ,1125 
2482,4 ,1125 
2483,2 ,6 
2484,7 ,365 
2485,30 ,1125 
2486,30 ,1125 
2487,30 ,60 
2488,2 ,1125 
2489,2 ,21 
2490,6 ,1125 
2491,28 ,1125 
2492,30 ,1125 
2493,1 ,1125 
2494,30 ,1125 
2495,30 ,1125 
2496,2 ,365 
2497,3 ,1125 
2498,3 ,1125 
2499,30 ,1125 
2500,1 ,1125 
2501,30 ,42 
2502,31 ,1125 
2503,10 ,1125 
2504,30 ,365 
2505,2 ,365 
2506,30 ,1125 
2507,2 ,1125 
2508,30 ,1125 
2509,2 ,365 
2510,2 ,1125 
2511,30 ,365 
2512,35 ,393 
2513,3 ,1125 
2514,30 ,1125 
2515,30 ,1125 
2516,30 ,1125 
2517,10 ,31 
2518,30 ,731 
2519,1 ,1125 
2520,30 ,365 
2521,30 ,365 
2522,3 ,20 
2523,7 ,365 
2524,30 ,60 
2525,3 ,1125 
2526,2 ,1125 
2527,30 ,1125 
2528,1 ,1125 
2529,2 ,1125 
2530,3 ,30 
2531,1 ,365 
2532,30 ,1125 
2533,30 ,1125 
2534,30 ,60 
2535,1 ,1125 
2536,6 ,31 
2537,30 ,1125 
2538,7 ,35 
2539,1 ,1125 
2540,30 ,1125 
2541,1 ,1125 
2542,5 ,28 
2543,30 ,365 
2544,1 ,365 
2545,30 ,1125 
2546,3 ,29 
2547,30 ,90 
2548,8 ,365 
2549,5 ,120 
2550,30 ,1125 
2551,2 ,1125 
2552,6 ,1125 
2553,30 ,1125 
2554,30 ,1125 
2555,30 ,1125 
2556,30 ,1125 
2557,20 ,1125 
2558,3 ,1125 
2559,2 ,365 
2560,2 ,29 
2561,30 ,30 
2562,30 ,30 
2563,30 ,1125 
2564,5 ,10 
2565,30 ,1125 
2566,60 ,365 
2567,1 ,365 
2568,1 ,365 
2569,30 ,42 
2570,730 ,1125 
2571,30 ,1125 
2572,30 ,1125 
2573,7 ,365 
2574,18 ,819 
2575,30 ,60 
2576,30 ,1125 
2577,2 ,1125 
2578,30 ,1125 
2579,30 ,30 
2580,4 ,7 
2581,30 ,1125 
2582,30 ,1125 
2583,5 ,1125 
2584,1 ,1125 
2585,2 ,365 
2586,30 ,90 
2587,2 ,1125 
2588,30 ,1125 
2589,3 ,365 
2590,2 ,28 
2591,2 ,1125 
2592,30 ,1125 
2593,2 ,1125 
2594,2 ,1125 
2595,1 ,1125 
2596,1 ,1125 
2597,30 ,365 
2598,2 ,1125 
2599,360 ,365 
2600,30 ,1125 
2601,30 ,365 
2602,3 ,14 
2603,2 ,365 
2604,30 ,1125 
2605,3 ,4 
2606,7 ,365 
2607,10 ,1125 
2608,30 ,1125 
2609,60 ,72 
2610,30 ,365 
2611,3 ,1125 
2612,30 ,1125 
2613,1 ,365 
2614,30 ,1125 
2615,90 ,1125 
2616,1 ,365 
2617,2 ,365 
2618,1 ,1125 
2619,2 ,15 
2620,30 ,1125 
2621,30 ,30 
2622,30 ,1125 
2623,30 ,1125 
2624,2 ,1125 
2625,1 ,365 
2626,7 ,1125 
2627,1 ,365 
2628,1 ,1125 
2629,2 ,4 
2630,30 ,365 
2631,1 ,1125 
2632,30 ,365 
2633,31 ,1125 
2634,3 ,15 
2635,1 ,1125 
2636,30 ,1125 
2637,30 ,1125 
2638,31 ,1125 
2639,30 ,1125 
2640,30 ,1125 
2641,1 ,1125 
2642,4 ,365 
2643,28 ,1125 
2644,31 ,1125 
2645,2 ,1125 
2646,30 ,100 
2647,30 ,1125 
2648,1 ,1125 
2649,30 ,1125 
2650,30 ,1125 
2651,30 ,365 
2652,30 ,1125 
2653,30 ,1125 
2654,3 ,1125 
2655,3 ,90 
2656,3 ,4 
2657,30 ,1125 
2658,2 ,1125 
2659,30 ,1125 
2660,2 ,1125 
2661,30 ,1125 
2662,30 ,1125 
2663,3 ,1125 
2664,3 ,30 
2665,30 ,1125 
2666,30 ,60 
2667,2 ,1125 
2668,30 ,1125 
2669,2 ,1125 
2670,1 ,14 
2671,30 ,40 
2672,30 ,36 
2673,30 ,1125 
2674,1 ,365 
2675,3 ,1125 
2676,4 ,1125 
2677,1 ,1125 
2678,30 ,1125 
2679,3 ,1125 
2680,105 ,730 
2681,3 ,1125 
2682,2 ,31 
2683,2 ,1125 
2684,4 ,365 
2685,30 ,1125 
2686,1 ,1125 
2687,30 ,188 
2688,3 ,1125 
2689,2 ,1125 
2690,30 ,1125 
2691,1 ,365 
2692,2 ,28 
2693,2 ,1125 
2694,30 ,30 
2695,30 ,31 
2696,30 ,30 
2697,31 ,1125 
2698,5 ,1125 
2699,30 ,1125 
2700,2 ,1125 
2701,3 ,45 
2702,3 ,1125 
2703,1000 ,1125 
2704,30 ,1125 
2705,30 ,1125 
2706,30 ,365 
2707,27 ,1125 
2708,30 ,1125 
2709,1 ,25 
2710,1 ,28 
2711,1 ,1125 
2712,30 ,1125 
2713,2 ,1125 
2714,30 ,1125 
2715,4 ,365 
2716,1 ,365 
2717,1 ,365 
2718,1 ,3 
