nights_id,minimum_nights,maximum_nights
4034,1 ,1125 
4035,30 ,365 
4036,1 ,1125 
4037,3 ,1125 
4038,1 ,45 
4039,3 ,1125 
4040,1 ,365 
4041,1 ,1125 
4042,1 ,5 
4043,1 ,25 
4044,30 ,1125 
4045,1 ,1125 
4046,2 ,1125 
4047,1 ,28 
4048,30 ,1125 
4049,7 ,180 
4050,5 ,25 
4051,3 ,1125 
4052,180 ,1125 
4053,60 ,180 
4054,1 ,1125 
4055,1 ,1125 
4056,30 ,1125 
4057,7 ,1125 
4058,30 ,365 
4059,30 ,1125 
4060,7 ,1125 
4061,30 ,1125 
4062,1 ,28 
4063,30 ,1125 
4064,6 ,1125 
4065,30 ,1125 
4066,1 ,1125 
4067,30 ,365 
4068,3 ,1125 
4069,2 ,1125 
4070,7 ,14 
4071,30 ,1125 
4072,1 ,25 
4073,31 ,1125 
4074,2 ,1125 
4075,30 ,1125 
4076,2 ,30 
4077,30 ,1125 
4078,30 ,1125 
4079,30 ,1125 
4080,5 ,32 
4081,2 ,1125 
4082,30 ,1125 
4083,10 ,1125 
4084,1 ,1125 
4085,3 ,1125 
4086,30 ,1125 
4087,30 ,1125 
4088,10 ,1125 
4089,3 ,365 
4090,30 ,365 
4091,30 ,1125 
4092,30 ,1125 
4093,2 ,1125 
4094,30 ,1125 
4095,30 ,1125 
4096,7 ,1125 
4097,16 ,365 
4098,14 ,1125 
4099,30 ,1125 
4100,5 ,365 
4101,2 ,45 
4102,30 ,1125 
4103,30 ,31 
4104,30 ,1125 
4105,14 ,365 
4106,20 ,22 
4107,30 ,31 
4108,30 ,60 
4109,30 ,1125 
4110,30 ,270 
4111,1 ,365 
4112,2 ,45 
4113,2 ,1125 
4114,30 ,1125 
4115,30 ,31 
4116,3 ,1125 
4117,1 ,1125 
4118,30 ,1125 
4119,30 ,1125 
4120,1 ,1125 
4121,2 ,1125 
4122,2 ,6 
4123,30 ,90 
4124,2 ,30 
4125,5 ,30 
4126,30 ,365 
4127,30 ,60 
4128,5 ,360 
4129,1 ,1125 
4130,7 ,1125 
4131,5 ,10 
4132,30 ,120 
4133,3 ,1125 
4134,30 ,1125 
4135,30 ,1125 
4136,1 ,1125 
4137,30 ,1125 
4138,30 ,1125 
4139,4 ,16 
4140,2 ,10 
4141,1 ,1125 
4142,30 ,1125 
4143,30 ,1125 
4144,30 ,1125 
4145,3 ,4 
4146,30 ,730 
4147,4 ,30 
4148,1 ,365 
4149,2 ,1125 
4150,30 ,120 
4151,30 ,365 
4152,30 ,1125 
4153,30 ,30 
4154,1 ,60 
4155,5 ,1125 
4156,30 ,1125 
4157,5 ,30 
4158,2 ,21 
4159,30 ,30 
4160,1 ,10 
4161,30 ,62 
4162,1 ,28 
4163,30 ,1125 
4164,30 ,60 
4165,30 ,60 
4166,30 ,1125 
4167,30 ,365 
4168,30 ,1125 
4169,3 ,21 
4170,30 ,1125 
4171,30 ,1125 
4172,2 ,29 
4173,6 ,1125 
4174,7 ,29 
4175,30 ,1125 
4176,1 ,28 
4177,14 ,365 
4178,3 ,1125 
4179,30 ,1125 
4180,2 ,28 
4181,2 ,14 
4182,1 ,1125 
4183,5 ,30 
4184,7 ,1125 
4185,30 ,1125 
4186,31 ,1125 
4187,4 ,365 
4188,30 ,1125 
4189,30 ,1125 
4190,1 ,1125 
4191,30 ,1125 
4192,2 ,1125 
4193,2 ,7 
4194,2 ,1125 
4195,30 ,30 
4196,30 ,1125 
4197,30 ,90 
4198,30 ,1125 
4199,30 ,365 
4200,2 ,14 
4201,30 ,1125 
4202,30 ,1125 
4203,5 ,1125 
4204,5 ,1125 
4205,30 ,90 
4206,180 ,1125 
4207,1 ,35 
4208,1 ,1125 
4209,30 ,1125 
4210,3 ,30 
4211,5 ,1125 
4212,1 ,365 
4213,1 ,1125 
4214,30 ,1125 
4215,30 ,1125 
4216,30 ,1125 
4217,30 ,1125 
4218,3 ,60 
4219,25 ,120 
4220,2 ,15 
4221,1 ,365 
4222,30 ,1125 
4223,3 ,365 
4224,2 ,24 
4225,30 ,1125 
4226,2 ,1125 
4227,30 ,1125 
4228,2 ,90 
4229,1 ,1125 
4230,2 ,1125 
4231,2 ,1125 
4232,30 ,1125 
4233,30 ,365 
4234,30 ,1125 
4235,30 ,1125 
4236,30 ,1125 
4237,2 ,1125 
4238,2 ,365 
4239,30 ,1125 
4240,1 ,28 
4241,30 ,1125 
4242,4 ,1125 
4243,30 ,32 
4244,7 ,1125 
4245,5 ,1125 
4246,3 ,60 
4247,30 ,1125 
4248,30 ,1125 
4249,30 ,365 
4250,30 ,365 
4251,3 ,14 
4252,14 ,120 
4253,4 ,29 
4254,2 ,1125 
4255,2 ,15 
4256,2 ,1125 
4257,1 ,365 
4258,3 ,1125 
4259,4 ,1125 
4260,2 ,1125 
4261,1 ,1125 
4262,3 ,1125 
4263,1 ,30 
4264,30 ,1125 
4265,30 ,90 
4266,30 ,1125 
4267,30 ,1125 
4268,5 ,1125 
4269,1 ,1125 
4270,3 ,90 
4271,30 ,61 
4272,30 ,1125 
4273,30 ,365 
4274,5 ,1124 
4275,10 ,1125 
4276,2 ,25 
4277,7 ,1125 
4278,5 ,1125 
4279,30 ,1125 
4280,1 ,7 
4281,5 ,1125 
4282,29 ,1125 
4283,60 ,360 
4284,30 ,1125 
4285,90 ,1125 
4286,3 ,1125 
4287,30 ,1125 
4288,30 ,365 
4289,3 ,1125 
4290,30 ,1125 
4291,1 ,1125 
4292,1 ,29 
4293,2 ,365 
4294,30 ,1125 
4295,30 ,30 
4296,2 ,31 
4297,1 ,365 
4298,30 ,60 
4299,5 ,90 
4300,30 ,365 
4301,31 ,1125 
4302,6 ,1125 
4303,3 ,1125 
4304,1 ,360 
4305,3 ,30 
4306,1 ,365 
4307,1 ,1125 
4308,30 ,1125 
4309,2 ,1125 
4310,30 ,1125 
4311,2 ,22 
4312,3 ,1125 
4313,30 ,60 
4314,30 ,1125 
4315,1 ,365 
4316,3 ,1125 
4317,3 ,1125 
4318,5 ,1125 
4319,30 ,1125 
4320,2 ,365 
4321,30 ,1125 
4322,30 ,1125 
4323,30 ,60 
4324,30 ,365 
4325,2 ,365 
4326,30 ,30 
4327,3 ,1125 
4328,1 ,365 
4329,30 ,90 
4330,30 ,1125 
4331,1 ,1125 
4332,30 ,1125 
4333,30 ,1125 
4334,30 ,365 
4335,2 ,1125 
4336,30 ,1125 
4337,5 ,1125 
4338,30 ,1125 
4339,2 ,28 
4340,30 ,1125 
4341,30 ,365 
4342,30 ,1125 
4343,30 ,1125 
4344,3 ,1125 
4345,30 ,367 
4346,30 ,365 
4347,30 ,1125 
4348,30 ,1125 
4349,2 ,365 
4350,2 ,1125 
4351,30 ,365 
4352,30 ,90 
4353,2 ,1125 
4354,30 ,1125 
4355,1 ,1125 
4356,7 ,1125 
4357,30 ,1125 
4358,3 ,4 
4359,30 ,1125 
4360,30 ,1125 
4361,7 ,1125 
4362,30 ,1125 
4363,6 ,1125 
4364,30 ,1125 
4365,3 ,1125 
4366,4 ,29 
4367,27 ,1125 
4368,7 ,365 
4369,30 ,30 
4370,30 ,80 
4371,1 ,1125 
4372,6 ,1125 
4373,2 ,2 
4374,1 ,365 
4375,30 ,1125 
4376,30 ,1125 
4377,30 ,180 
4378,365 ,1125 
4379,30 ,1125 
4380,1 ,365 
4381,2 ,9 
4382,1 ,1125 
4383,5 ,1125 
4384,5 ,7 
4385,4 ,1125 
4386,30 ,250 
4387,3 ,1125 
4388,30 ,1125 
4389,30 ,90 
4390,10 ,36 
4391,3 ,1125 
4392,7 ,365 
4393,2 ,1125 
4394,31 ,1125 
4395,2 ,1125 
4396,31 ,1125 
4397,3 ,1125 
4398,1 ,1125 
4399,1 ,365 
4400,1 ,365 
4401,30 ,1125 
4402,30 ,1125 
4403,30 ,1125 
4404,30 ,1125 
4405,2 ,1125 
4406,30 ,1125 
4407,7 ,1125 
4408,30 ,1125 
4409,2 ,1125 
4410,30 ,1125 
4411,30 ,1125 
4412,120 ,365 
4413,28 ,1125 
4414,30 ,1125 
4415,28 ,97 
4416,5 ,60 
4417,30 ,1125 
4418,30 ,1125 
4419,3 ,1125 
4420,30 ,1125 
4421,6 ,1125 
4422,1 ,365 
4423,30 ,1125 
4424,30 ,365 
4425,30 ,1125 
4426,30 ,1125 
4427,30 ,1125 
4428,20 ,365 
4429,3 ,30 
4430,30 ,60 
4431,3 ,28 
4432,18 ,1125 
4433,1 ,7 
4434,2 ,1125 
4435,3 ,1125 
4436,1 ,1125 
4437,1 ,7 
4438,30 ,1125 
4439,5 ,1125 
4440,30 ,1125 
4441,32 ,1125 
4442,21 ,200 
4443,30 ,1125 
4444,5 ,1125 
4445,31 ,1125 
4446,4 ,180 
4447,2 ,1125 
4448,21 ,75 
4449,3 ,28 
4450,30 ,365 
4451,27 ,1125 
4452,2 ,1125 
4453,1 ,365 
4454,30 ,1125 
4455,1 ,25 
4456,2 ,1125 
4457,15 ,360 
4458,3 ,100 
4459,2 ,28 
4460,30 ,1125 
4461,1 ,1125 
4462,30 ,1125 
4463,30 ,1125 
4464,30 ,1125 
4465,30 ,30 
4466,1 ,1125 
4467,2 ,29 
4468,30 ,1125 
4469,2 ,1125 
4470,12 ,1125 
4471,5 ,70 
4472,4 ,365 
4473,30 ,365 
4474,30 ,1125 
4475,30 ,1125 
4476,30 ,1125 
4477,30 ,1125 
4478,90 ,1000 
4479,3 ,1125 
4480,5 ,1125 
4481,30 ,31 
4482,30 ,90 
4483,1 ,365 
4484,2 ,1125 
4485,7 ,1125 
4486,3 ,1125 
4487,3 ,60 
4488,1 ,21 
4489,1 ,1125 
4490,3 ,365 
4491,30 ,90 
4492,5 ,1125 
4493,1 ,365 
4494,1 ,1125 
4495,30 ,30 
4496,15 ,1125 
4497,30 ,1125 
4498,1 ,1125 
4499,30 ,1125 
4500,30 ,1125 
4501,30 ,1125 
4502,31 ,1125 
4503,2 ,1125 
4504,7 ,1125 
4505,60 ,1125 
4506,30 ,365 
4507,2 ,1125 
4508,30 ,1125 
4509,30 ,365 
4510,5 ,1125 
4511,5 ,1125 
4512,2 ,1125 
4513,3 ,1125 
4514,1 ,16 
4515,30 ,120 
4516,2 ,1125 
4517,30 ,1125 
4518,6 ,365 
4519,1 ,1125 
4520,30 ,1125 
4521,31 ,1125 
4522,2 ,1125 
4523,2 ,1125 
4524,1 ,1125 
4525,3 ,1125 
4526,3 ,1125 
4527,1 ,5 
4528,30 ,365 
4529,1 ,28 
4530,30 ,365 
4531,30 ,1125 
4532,3 ,11 
4533,1 ,1125 
4534,30 ,1125 
4535,1 ,27 
4536,30 ,365 
4537,3 ,1125 
4538,30 ,59 
4539,30 ,365 
4540,30 ,1125 
4541,14 ,56 
4542,90 ,1000 
4543,2 ,45 
4544,30 ,1125 
4545,30 ,1125 
4546,30 ,1125 
4547,2 ,1125 
4548,30 ,731 
4549,2 ,1125 
4550,1 ,5 
4551,30 ,1125 
4552,5 ,33 
4553,1 ,365 
4554,30 ,1125 
4555,30 ,55 
4556,1 ,1125 
4557,30 ,232 
4558,2 ,1125 
4559,94 ,103 
4560,30 ,1125 
4561,30 ,1125 
4562,30 ,1125 
4563,30 ,1125 
4564,90 ,1125 
4565,10 ,365 
4566,1 ,1125 
4567,2 ,182 
4568,5 ,1125 
4569,2 ,1125 
4570,1 ,1125 
4571,1 ,365 
4572,4 ,1125 
4573,1 ,365 
4574,30 ,34 
4575,30 ,1125 
4576,2 ,24 
4577,30 ,1125 
4578,2 ,14 
4579,39 ,51 
4580,2 ,1125 
4581,30 ,1125 
4582,30 ,1125 
4583,2 ,1125 
4584,30 ,1125 
4585,2 ,1125 
4586,1 ,999 
4587,29 ,365 
4588,30 ,45 
4589,1 ,1125 
4590,1 ,1125 
4591,7 ,365 
4592,1 ,1125 
4593,1 ,1125 
4594,30 ,1125 
4595,3 ,30 
4596,30 ,30 
4597,30 ,30 
4598,29 ,1125 
4599,1 ,1125 
4600,30 ,365 
4601,90 ,365 
4602,20 ,40 
4603,30 ,120 
4604,2 ,20 
4605,1 ,2 
4606,30 ,1125 
4607,2 ,1125 
4608,1 ,1125 
4609,30 ,1125 
4610,1 ,1125 
4611,3 ,365 
4612,3 ,1125 
4613,30 ,366 
4614,30 ,30 
4615,3 ,45 
4616,1 ,1125 
4617,30 ,1125 
4618,1 ,27 
4619,5 ,1125 
4620,2 ,1125 
4621,2 ,30 
4622,1 ,90 
4623,30 ,30 
4624,30 ,1125 
4625,30 ,365 
4626,30 ,1125 
4627,30 ,1125 
4628,1 ,16 
4629,1 ,1125 
4630,1 ,10 
4631,90 ,1125 
4632,30 ,1125 
4633,30 ,31 
4634,3 ,15 
4635,2 ,1125 
4636,1 ,1125 
4637,30 ,1125 
4638,45 ,1125 
4639,2 ,60 
4640,30 ,1125 
4641,2 ,808 
4642,1 ,200 
4643,1 ,15 
4644,1 ,1125 
4645,1 ,365 
4646,30 ,365 
4647,1 ,1125 
4648,1 ,1125 
4649,30 ,365 
4650,30 ,1125 
4651,30 ,90 
4652,30 ,1125 
4653,4 ,60 
4654,1 ,1125 
4655,30 ,90 
4656,31 ,1125 
4657,4 ,45 
4658,2 ,14 
4659,31 ,1125 
4660,2 ,1125 
4661,30 ,1125 
4662,4 ,1125 
4663,30 ,1125 
4664,3 ,1125 
4665,3 ,30 
4666,30 ,45 
4667,5 ,13 
4668,1 ,120 
4669,30 ,365 
4670,1 ,1125 
4671,180 ,240 
4672,30 ,1125 
4673,7 ,30 
4674,30 ,30 
4675,1 ,1125 
4676,30 ,1125 
4677,1 ,365 
4678,30 ,1125 
4679,30 ,100 
4680,30 ,365 
4681,2 ,1125 
4682,30 ,1125 
4683,30 ,365 
4684,1 ,3 
4685,30 ,1125 
4686,1 ,365 
4687,3 ,28 
4688,30 ,180 
4689,3 ,14 
4690,30 ,1125 
4691,1 ,1125 
4692,30 ,35 
4693,30 ,30 
4694,2 ,14 
4695,2 ,1125 
4696,30 ,1125 
4697,30 ,365 
4698,1 ,365 
4699,30 ,1125 
4700,30 ,1125 
4701,30 ,365 
4702,30 ,1125 
4703,30 ,1125 
4704,30 ,1125 
4705,2 ,30 
4706,2 ,365 
4707,2 ,1125 
4708,730 ,1125 
4709,4 ,1125 
4710,5 ,30 
4711,30 ,1125 
4712,3 ,1125 
4713,5 ,1125 
4714,2 ,1125 
4715,30 ,1125 
4716,30 ,100 
4717,30 ,1125 
4718,30 ,1125 
4719,30 ,1125 
4720,30 ,1125 
4721,2 ,1125 
4722,30 ,1125 
4723,30 ,30 
4724,21 ,50 
4725,30 ,60 
4726,30 ,1125 
4727,5 ,1125 
4728,15 ,365 
4729,3 ,1125 
4730,2 ,1125 
4731,1 ,1125 
4732,1 ,365 
4733,1 ,28 
4734,5 ,60 
4735,1 ,1125 
4736,4 ,1125 
4737,2 ,365 
4738,30 ,1125 
4739,1 ,1125 
4740,1 ,365 
4741,1 ,30 
4742,5 ,27 
4743,30 ,1125 
4744,30 ,1125 
4745,3 ,25 
4746,1 ,1125 
4747,30 ,1125 
4748,30 ,1125 
4749,30 ,1125 
4750,1 ,365 
4751,30 ,1125 
4752,30 ,1125 
4753,7 ,1125 
4754,1 ,1125 
4755,2 ,28 
4756,30 ,1125 
4757,2 ,1125 
4758,30 ,365 
4759,30 ,30 
4760,30 ,1125 
4761,1 ,1125 
4762,20 ,1125 
4763,60 ,365 
4764,30 ,1125 
4765,30 ,365 
4766,2 ,25 
4767,30 ,1125 
4768,1 ,25 
4769,6 ,1125 
4770,30 ,1125 
4771,1 ,1125 
4772,1 ,365 
4773,2 ,365 
4774,3 ,1125 
4775,90 ,1125 
4776,30 ,1125 
4777,30 ,1125 
4778,14 ,31 
4779,2 ,1125 
4780,1 ,25 
4781,3 ,5 
4782,30 ,1125 
4783,1 ,1125 
4784,1 ,1125 
4785,1 ,1125 
4786,30 ,1125 
4787,2 ,1125 
4788,30 ,1125 
4789,2 ,1125 
4790,1 ,10 
4791,90 ,1000 
4792,2 ,360 
4793,2 ,1125 
4794,30 ,1125 
4795,2 ,1125 
4796,2 ,1125 
4797,30 ,30 
4798,1 ,28 
4799,2 ,365 
4800,1 ,1125 
4801,30 ,30 
4802,3 ,60 
4803,2 ,1125 
4804,30 ,100 
4805,30 ,30 
4806,14 ,1125 
4807,2 ,1125 
4808,3 ,1125 
4809,30 ,1125 
4810,4 ,1125 
4811,1 ,1125 
4812,2 ,1125 
4813,5 ,1125 
4814,4 ,10 
4815,1 ,1125 
4816,5 ,1125 
4817,30 ,1125 
4818,1 ,1125 
4819,30 ,365 
4820,3 ,60 
4821,30 ,1125 
4822,7 ,14 
4823,30 ,1125 
4824,30 ,365 
4825,2 ,60 
4826,30 ,95 
4827,2 ,1125 
4828,3 ,20 
4829,1 ,10 
4830,1 ,5 
4831,30 ,1125 
4832,3 ,365 
4833,2 ,1125 
4834,30 ,60 
4835,2 ,1125 
4836,7 ,1125 
4837,1 ,365 
4838,30 ,1125 
4839,30 ,1125 
4840,30 ,1125 
4841,30 ,90 
4842,30 ,90 
4843,5 ,1125 
4844,1 ,90 
4845,3 ,1125 
4846,1 ,1125 
4847,30 ,45 
4848,30 ,1125 
4849,30 ,1125 
4850,1 ,1 
4851,1 ,1125 
4852,3 ,1125 
4853,2 ,14 
4854,30 ,1125 
4855,4 ,5 
4856,30 ,1125 
4857,30 ,1125 
4858,1 ,1125 
4859,2 ,1125 
4860,2 ,1125 
4861,30 ,365 
4862,30 ,1125 
4863,30 ,1125 
4864,30 ,1125 
4865,43 ,52 
4866,1 ,1125 
4867,14 ,1125 
4868,30 ,1125 
4869,5 ,1125 
4870,7 ,30 
4871,90 ,1000 
4872,2 ,1125 
4873,30 ,1125 
4874,30 ,180 
4875,90 ,1000 
4876,60 ,1125 
4877,1 ,365 
4878,30 ,30 
4879,4 ,1125 
4880,2 ,1125 
4881,1 ,1125 
4882,4 ,1125 
4883,15 ,1125 
4884,1 ,365 
4885,2 ,28 
4886,3 ,1125 
4887,1 ,365 
4888,30 ,1125 
4889,3 ,1125 
4890,30 ,31 
4891,2 ,1125 
4892,6 ,1125 
4893,3 ,1125 
4894,2 ,365 
4895,30 ,180 
4896,1 ,60 
4897,30 ,1125 
4898,30 ,1125 
4899,2 ,1125 
4900,3 ,365 
4901,3 ,365 
4902,30 ,1125 
4903,30 ,1125 
4904,2 ,10 
4905,31 ,1125 
4906,30 ,1125 
4907,30 ,1125 
4908,3 ,8 
4909,30 ,45 
4910,1 ,1 
4911,30 ,1125 
4912,30 ,31 
4913,30 ,1000 
4914,1 ,1125 
4915,3 ,1125 
4916,2 ,1125 
4917,30 ,1125 
4918,2 ,365 
4919,1 ,29 
4920,29 ,1125 
4921,30 ,1125 
4922,3 ,1125 
4923,4 ,111 
4924,3 ,5 
4925,7 ,1125 
4926,3 ,1125 
4927,30 ,1125 
4928,5 ,1125 
4929,5 ,1125 
4930,30 ,1125 
4931,2 ,1125 
4932,30 ,1125 
4933,4 ,28 
4934,30 ,90 
4935,3 ,30 
4936,30 ,1125 
4937,30 ,1125 
4938,730 ,1125 
4939,30 ,66 
4940,1 ,1125 
4941,1 ,1125 
4942,1 ,1125 
4943,30 ,1125 
4944,30 ,1125 
4945,1 ,1125 
4946,4 ,11 
4947,30 ,1125 
4948,20 ,365 
4949,1 ,1125 
4950,1 ,365 
4951,30 ,1125 
4952,30 ,1125 
4953,30 ,31 
4954,1 ,1125 
4955,1 ,30 
4956,4 ,365 
4957,30 ,400 
4958,4 ,1125 
4959,30 ,1125 
4960,2 ,1125 
4961,30 ,1125 
4962,2 ,1125 
4963,30 ,1125 
4964,30 ,1125 
4965,2 ,1125 
4966,5 ,365 
4967,2 ,1125 
4968,30 ,365 
4969,5 ,1125 
4970,1 ,1125 
4971,1 ,1125 
4972,2 ,1125 
4973,3 ,1125 
4974,7 ,1125 
4975,30 ,366 
4976,30 ,1125 
4977,3 ,1125 
4978,30 ,1125 
4979,30 ,160 
4980,1 ,365 
4981,2 ,1125 
4982,3 ,1125 
4983,1 ,365 
4984,1 ,1125 
4985,30 ,1125 
4986,30 ,1125 
4987,31 ,150 
4988,1 ,14 
4989,30 ,1125 
4990,2 ,365 
4991,7 ,28 
4992,30 ,1125 
4993,2 ,1125 
4994,3 ,27 
4995,30 ,365 
4996,1 ,365 
4997,30 ,1125 
4998,30 ,60 
4999,5 ,1125 
5000,30 ,1125 
5001,1 ,365 
5002,30 ,180 
5003,1 ,22 
5004,30 ,1125 
5005,1 ,1125 
5006,4 ,29 
5007,2 ,1125 
5008,1 ,365 
5009,1 ,1125 
5010,180 ,1125 
5011,5 ,365 
5012,2 ,1125 
5013,2 ,28 
5014,1 ,365 
5015,30 ,1125 
5016,1 ,7 
5017,31 ,90 
5018,60 ,1125 
5019,2 ,1125 
5020,1 ,18 
5021,30 ,1125 
5022,3 ,365 
5023,30 ,1125 
5024,5 ,30 
5025,1 ,1125 
5026,3 ,365 
5027,20 ,365 
5028,30 ,1125 
5029,30 ,1125 
5030,30 ,1125 
5031,30 ,365 
5032,30 ,60 
5033,2 ,1125 
5034,4 ,1125 
5035,5 ,1125 
5036,30 ,1125 
5037,730 ,1125 
5038,4 ,1125 
5039,1 ,1125 
5040,30 ,1125 
5041,30 ,1125 
5042,30 ,1125 
5043,1 ,1125 
5044,1 ,1125 
5045,3 ,1125 
5046,1 ,365 
5047,30 ,30 
5048,1 ,1125 
5049,31 ,365 
5050,5 ,365 
5051,30 ,1125 
5052,730 ,1125 
5053,30 ,1125 
5054,30 ,1125 
5055,1 ,1125 
5056,120 ,365 
5057,30 ,1125 
5058,30 ,1125 
5059,1 ,1125 
5060,2 ,1125 
5061,31 ,1125 
5062,2 ,27 
5063,30 ,1125 
5064,2 ,1125 
5065,1 ,365 
5066,90 ,365 
5067,3 ,1125 
5068,30 ,365 
5069,2 ,1125 
5070,90 ,1000 
5071,5 ,1125 
5072,365 ,365 
5073,10 ,30 
5074,2 ,1125 
5075,6 ,365 
5076,30 ,1125 
5077,30 ,180 
5078,1 ,1125 
5079,30 ,1125 
5080,3 ,1125 
5081,90 ,1000 
5082,30 ,1125 
5083,5 ,1125 
5084,4 ,1125 
5085,30 ,1125 
5086,30 ,1125 
5087,90 ,365 
5088,4 ,1125 
5089,1 ,28 
5090,30 ,365 
5091,5 ,1125 
5092,30 ,60 
5093,3 ,1125 
5094,5 ,1125 
5095,30 ,90 
5096,5 ,1125 
5097,2 ,28 
5098,30 ,1125 
5099,1 ,60 
5100,30 ,365 
5101,3 ,1125 
5102,30 ,1125 
5103,7 ,1125 
5104,2 ,30 
5105,91 ,0 
5106,1 ,1125 
5107,30 ,30 
5108,5 ,150 
5109,30 ,1125 
5110,30 ,1125 
5111,30 ,1125 
5112,7 ,1125 
5113,1 ,7 
5114,30 ,1125 
5115,30 ,1125 
5116,30 ,1125 
5117,30 ,35 
5118,30 ,30 
5119,2 ,28 
5120,14 ,1125 
5121,30 ,30 
5122,2 ,1125 
5123,30 ,1125 
5124,30 ,1125 
5125,30 ,1125 
5126,1 ,1125 
5127,3 ,30 
5128,30 ,365 
5129,5 ,1125 
5130,2 ,1125 
5131,30 ,1125 
5132,30 ,365 
5133,30 ,1125 
5134,30 ,1125 
5135,1 ,365 
5136,30 ,365 
5137,1 ,1125 
5138,30 ,1125 
5139,30 ,1125 
5140,31 ,1125 
5141,1 ,1125 
5142,30 ,1125 
5143,30 ,1125 
5144,6 ,16 
5145,1 ,1125 
5146,31 ,1125 
5147,2 ,1125 
5148,5 ,1125 
5149,30 ,1125 
5150,1 ,5 
5151,15 ,29 
5152,1 ,28 
5153,30 ,1125 
5154,1 ,1125 
5155,8 ,10 
5156,2 ,1125 
5157,28 ,1125 
5158,1 ,99 
5159,1 ,365 
5160,3 ,14 
5161,30 ,1125 
5162,30 ,1125 
5163,30 ,365 
5164,30 ,1125 
5165,30 ,1125 
5166,2 ,30 
5167,2 ,1125 
5168,7 ,365 
5169,2 ,10 
5170,6 ,1125 
5171,30 ,48 
5172,30 ,120 
5173,2 ,30 
5174,30 ,1125 
5175,5 ,1125 
5176,75 ,90 
5177,30 ,30 
5178,1 ,99 
5179,2 ,49 
5180,30 ,1125 
5181,1 ,1125 
5182,29 ,1125 
5183,2 ,1125 
5184,30 ,1125 
5185,30 ,1125 
5186,30 ,1125 
5187,30 ,1125 
5188,2 ,1125 
5189,3 ,90 
5190,3 ,69 
5191,12 ,365 
5192,30 ,1125 
5193,2 ,1125 
5194,30 ,1125 
5195,2 ,21 
5196,30 ,365 
5197,30 ,1125 
5198,30 ,30 
5199,29 ,1125 
5200,1 ,1125 
5201,7 ,1125 
5202,730 ,1125 
5203,7 ,40 
5204,0 ,182 
5205,30 ,1125 
5206,30 ,1125 
5207,3 ,90 
5208,2 ,1125 
5209,30 ,1125 
5210,30 ,1125 
5211,4 ,1125 
5212,30 ,1125 
5213,1 ,365 
5214,30 ,1125 
5215,30 ,30 
5216,1 ,365 
5217,1 ,1125 
5218,1 ,365 
5219,4 ,14 
5220,1 ,1125 
5221,31 ,1125 
5222,1 ,6 
5223,1 ,365 
5224,1 ,25 
5225,30 ,270 
5226,2 ,1125 
5227,5 ,30 
5228,30 ,60 
5229,30 ,365 
5230,2 ,365 
5231,1 ,2 
5232,1 ,1125 
5233,1 ,1125 
5234,31 ,60 
5235,90 ,1000 
5236,2 ,1125 
5237,4 ,28 
5238,2 ,30 
5239,30 ,1125 
5240,31 ,1125 
5241,3 ,30 
5242,30 ,1125 
5243,2 ,1125 
5244,30 ,1125 
5245,30 ,1125 
5246,2 ,1125 
5247,2 ,1125 
5248,2 ,1125 
5249,30 ,365 
5250,30 ,1125 
5251,4 ,1125 
5252,30 ,1125 
5253,3 ,1125 
5254,30 ,1125 
5255,30 ,1125 
5256,30 ,1125 
5257,2 ,30 
5258,5 ,1125 
5259,14 ,1125 
5260,1 ,1125 
5261,30 ,200 
5262,1 ,1125 
5263,5 ,365 
5264,1 ,1125 
5265,5 ,365 
5266,2 ,28 
5267,30 ,30 
5268,30 ,999 
5269,30 ,1125 
5270,5 ,31 
5271,5 ,10 
5272,3 ,1125 
5273,2 ,1125 
5274,30 ,365 
5275,30 ,1125 
5276,30 ,1125 
5277,30 ,1125 
5278,30 ,360 
5279,1 ,1125 
5280,2 ,1125 
5281,2 ,1125 
5282,30 ,1125 
5283,30 ,1125 
5284,5 ,186 
5285,5 ,120 
5286,90 ,1000 
5287,10 ,1125 
5288,2 ,1125 
5289,1 ,365 
5290,16 ,1125 
5291,30 ,365 
5292,30 ,1125 
5293,30 ,1125 
5294,30 ,60 
5295,30 ,1125 
5296,2 ,28 
5297,2 ,1125 
5298,2 ,1125 
5299,30 ,1125 
5300,2 ,28 
5301,60 ,90 
5302,2 ,14 
5303,30 ,31 
5304,30 ,365 
5305,30 ,120 
5306,60 ,90 
5307,1 ,1125 
5308,1 ,28 
5309,3 ,10 
5310,31 ,1125 
5311,1 ,60 
5312,4 ,1125 
5313,3 ,365 
5314,30 ,1125 
5315,30 ,1125 
5316,30 ,60 
5317,30 ,1125 
5318,30 ,1125 
5319,3 ,1125 
5320,3 ,365 
5321,30 ,120 
5322,1 ,28 
5323,15 ,1125 
5324,30 ,540 
5325,30 ,1125 
5326,30 ,1125 
5327,30 ,1125 
5328,30 ,1125 
5329,30 ,60 
5330,30 ,1125 
5331,5 ,90 
5332,6 ,1125 
5333,30 ,365 
5334,30 ,365 
5335,31 ,1125 
5336,4 ,1125 
5337,2 ,1125 
5338,3 ,180 
5339,3 ,1125 
5340,30 ,1125 
5341,30 ,1125 
5342,2 ,1125 
5343,1 ,1125 
5344,30 ,1125 
5345,1 ,28 
5346,30 ,1125 
5347,28 ,1125 
5348,3 ,21 
5349,30 ,1125 
5350,30 ,1125 
5351,4 ,1125 
